signature,whale_address,ts_utc,shyft_result,shyft_erase_reason,shyft_direction,helius_result,helius_erase_reason,helius_direction,category,winner
5E4fE32eB8LrtxT2k1RYukxBpUXHURtkYXXg8HM5NKEcgs9ce1GxQHq68BrMiBpz8mEW8Shw4P2ZQcixnibqtvRn,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:32:37.193Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
5Zvgn9B4TMvDgK3RmtciyUqkgWB1TRYMUebtbV6M2rtHBchLLkG9o1N2sFrbEUonAfJ4ywphJ4Yj19Dy22Wo4A7n,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:32:37.182Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
PUuec1i5Hm826Dh2EGfoQma4xzpasZA8yycxVGwdT7S5UD5QEKW1dfu7BDHPmfL9767vDzGMdTyDJsXBAtpezrB,8tPBb8oo3563mzejmwfAWkwBCmDFsuwLWW2hP85NQHxm,2026-02-18T09:32:40.642Z,valid,,split,valid,,split,both_accepted,both
3zU7zhy781gnxMVqUf2o6vvKDhqdybcFJo7Xiwsyd12FvK8FKigA86d1K63bRJuKsD7ouiUzzAmMGvPhpDcyAdS3,9ZPsRWGkukYeWg2Z7eZ8NaTBZ1DSuBUVzLcGQWZgE4Y4,2026-02-18T09:32:41.531Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
PWVCmkPsNLsR9fvUKpWUDHukhuakFChUiP3wmh7gUd9rCT21h6DbaKPZcHWtaqgxt3j65Uc7zQXn42SFgJVju19,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:32:44.013Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
5qyby4AaZSRy9cG5AJ2s9FJTviw6idK3XNM7cBrPPeowA9siQ5g4LMHj3aPDTuk21sVFdambB7ir5WTMwP8vkkTn,sdPGX5Zgb2a8o67aHSAezHmcTHe8HRs8HotyHvzhEhT,2026-02-18T09:32:46.561Z,erase,transaction_failed,n/a,erase,invalid_asset_count,n/a,both_missed,none
3iAwPBAbo8LFxdBQFKdQXhJYH6oNqEm3XxPgvF9RBxqfCCBww3f6srkAyuDc3BQi8BkoZ2hqFZt6eeu7xuSWPTgm,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:32:47.372Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
kxCPV5LUxpRkG2agj3XoDS4epRv1ytpEG1Ck3xXkLX4D2wdPbu5iy5em2DJvuJArpczfXcPa9fdC8yNX1MKvvRy,C68a6RCGLiPskbPYtAcsCjhG8tfTWYcoB4JjCrXFdqyo,2026-02-18T09:32:52.254Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
2A9T2CF4SdSfUmyJZp1SZbLAGXP4cAaLizxNGSoxRZ7dm8cCNEWHqSJ8sriECYF4YtDtZbX16x7kQj469LJ5ycCy,C68a6RCGLiPskbPYtAcsCjhG8tfTWYcoB4JjCrXFdqyo,2026-02-18T09:32:52.697Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
5C5KCKXSWESaxbW3X3rhWFN4fGHuQ1YR3NsavU2TADWzvdgCpRmKYX5QfcL1aFuu7gfWTUdMMB1jCpuSY3NNoyM3,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:32:56.729Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
dfRucxWt4kKDoaE7KVZouiNEFvKtHVc9iGxvhim6rPztMBkR7A7N8foeMjWtm1wQNtiuajDT9KuKWmogBucCHni,FXv8hUveo3Di254W5vycvouxrmTJG4oQ5QMm1tLhY3NF,2026-02-18T09:32:54.146Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2meBRVYAdnxpSMrn27BzoMqfntKfMyuJzP5bhKPRy9j4PeTyPHQJF1F23SsPo1om1A3vCDjCUwuw2bW2WpMZ281c,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:32:59.162Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
5sRPRS88c7vCjjALpDqttJwoiEHUmWYHMhpHgcRLy1wUPFbLc281C9zQrWTF6SP1obZfJnHT47ARB5xnN4Eayj5F,CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,2026-02-18T09:33:00.993Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
4t4rPnXsZ2AFD7ZqsvAYVESSHUo4PGrAnKSk9DXWf6QqG3j6kp2DRNMryppfQcEXMqnzufzSCyAJbgvYanWRDXok,76iXe9yKFDjGv3HicUVVy8AYxHLC71L1wYa12zaZzHHp,2026-02-18T09:33:00.996Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2zMBkotQXTuRxSpyNspxN2WPqxZeC1379qa7wzdhXE5X2DPDSWr6yxrJS2eLXeHETps6cMw5VSpn3fo69TLnmR3W,9E4fv9BsJ2BwkNBXDeUgpJYtrYPheMQWYFcxGYxDFshX,2026-02-18T09:33:05.211Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
5zBhNxaa2Tyk4CzhYKXTrbLjicfy3VkaT9TatoohatTA71dKj9AwRExh7PiBL5h4qpCsSBpqTLQWgULEyM5UCDVV,76iXe9yKFDjGv3HicUVVy8AYxHLC71L1wYa12zaZzHHp,2026-02-18T09:33:06.319Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
4eX4Rph35r8f9BeE9HRkU61cj42EUjeBXRufGCKE2BprrtsmVvXxAxJottw7FLpdc8fVhJHRDmg56CCKEwbLkgQo,sdPGX5Zgb2a8o67aHSAezHmcTHe8HRs8HotyHvzhEhT,2026-02-18T09:33:08.486Z,erase,transaction_failed,n/a,erase,invalid_asset_count,n/a,both_missed,none
5cbeLSv7pwDktQzkcHjiUNbY7TaUQVVj1EU3R38xRDB4hDWkqeviLDSAvrYGPswAsvQhKKUma7R5fa68EQdU5bKY,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:33:11.346Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2FC4BCBrEesTFGTiXCqr9Sf3wpVHfLXSzgNsbXReVCjJeuzKqYvLfBtepCpsvVsgAp1sJYStvWY5diTWY9mBJV4c,C68a6RCGLiPskbPYtAcsCjhG8tfTWYcoB4JjCrXFdqyo,2026-02-18T09:33:12.413Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
2Yc7NFGYaSpof8xfDNk8hKmbcCZAiYBrMHSeKQykW2b97uX9ZBtvwXSb5W2vKrkot8radxjuFgAtw8GQdSbe1Xn,Cs9yLHMZLPnZ2iSV8BgroxwHg3yt5uHDJ727XRddbB2d,2026-02-18T09:33:13.129Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
5Actdtw264paYukfsuxrsjktmk8sUKKBpsLLacC52RpxTPkZSgFdFNHWWheX1bSFsd9AbUkBpZv6FJaPSx9jmbaD,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:33:15.488Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
3MeaPtygfhZPMNsR1hTRV82Wcsz3gPbBchd7wZ8WhRadCK42eQ7UrZVufNvtcV1DoMf3RdGXf9sk2uatWnPSfgjG,E4Ruedde4i3tAfXu3sSojAanaHW1b6epsfdXRLbadv5S,2026-02-18T09:33:18.070Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
ojX8cD5VMmyDSyUR9hf9crkGXg9XmcLY4HMbTVEZqgFCc7sLcwmt9BwpC78piQrveNL572w16QMZ573Y8A5Z2tp,9ZPsRWGkukYeWg2Z7eZ8NaTBZ1DSuBUVzLcGQWZgE4Y4,2026-02-18T09:33:18.096Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
3GqaXWhH2NqWviHSWeCjAqDH1fvLXfTZDNMNyYEaahQWXnUszfLSTmfix9L8f9D9An3ggrfiNCtv74tBsPYR9TpX,64U9MukooWV5ziNXx2PCmZNmktBzQoKXnKsDBLvgCQ5g,2026-02-18T09:33:23.857Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
4XKhQxNNPnNojvt2BvRgZqRqU1s3yHCfKVMdqS1C8xa3LGhTTSa9syFyFQuzkmwpstYzmma1rdg9zYePkLuZwEgg,9ZPsRWGkukYeWg2Z7eZ8NaTBZ1DSuBUVzLcGQWZgE4Y4,2026-02-18T09:33:23.523Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
57XM78rB4Ds4LjyE1v24io6jCGr9sdxrKV6yBnGzRGwHTWVmV9UcbJNRCHu7ja8bjko9viz6Mpa3dk76b8GUe3vX,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:33:27.311Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2jKJDtZYK8YkbvpfQPiB33u3c5ckV1YTNKJLuTgQLT8b1rYGHki4Yu8eTsjWLEZVp4sxninYcpvQWKAzGgWPFxQd,AiP8tq49UWvxwXD1NeVuW8psUGcMtoHcYJ9sNqXoEQaY,2026-02-18T09:33:30.297Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
4Pgj13sJ3ZDNXCyLxhsaeq1DVi2HxV38zHmUbtHhMWfG4cE84yUEvxNYNVmsLwRXHQN9QgXWTgPGwQrrHrAuwyGn,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:33:30.609Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
5brcdjJbH9zijcQejzTpPdgbarzTA7aa2e25j52ghUFrysaK7nR8iFeJkH5C3QuZjLrQvde5xLqRSVPdy38A8b47,76iXe9yKFDjGv3HicUVVy8AYxHLC71L1wYa12zaZzHHp,2026-02-18T09:33:31.530Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
5guxmBcJVLGSns9wLT46r5HmQeoCmjXtNaQ3echNFCVoNE3LzjSs6Rmrr6wauckfY8WcJ585MW7Rsvaq4Azhwhqs,C68a6RCGLiPskbPYtAcsCjhG8tfTWYcoB4JjCrXFdqyo,2026-02-18T09:33:31.879Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
3a3tsSJsQ3881te1PajiKQHjshPHVxbn9mqP8en8xEah9fFsgji8EqAWnU6iyoJ5NYto8ccTjmFFoV4rEYXWSZ91,BC8yiFFQWFEKrEEj75zYsuK3ZDCfv6QEeMRif9oZZ9TW,2026-02-18T09:33:33.062Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
3TD2VM5dYBXyTGieDNmXczsJxwzHfFs48wcY2ecgjaQLxaoPpXVPfYuotwxbbixipMHqfcXuzwP55ohAb8zDtsJN,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:33:40.113Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
5ogMBDHc3h9hZRT1nWjqBZWunHUtd5XrqnectaZKJS79i322aiYnQrjzJUq1YUpkSX7WBQvMoJfpS16M46BYHhTP,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:33:44.397Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
57EtgCqp3AEhNFKKzwbRHA1qqcQ1jMJpXdJbS4mCQuUUaRLdsPP4ZBBRMVLiofab1mHwHQLDPC1EiinrzJzXjXqe,9ZPsRWGkukYeWg2Z7eZ8NaTBZ1DSuBUVzLcGQWZgE4Y4,2026-02-18T09:33:41.548Z,erase,transaction_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
3raDVgyr4QKr7o2cXrrhH1EFa3c64GkmNcwN4CpLbE363sebj5HZomWBu6yZmFHcgdd4cdpakiCfWWwaGSB7nrk,68hCuSrNj4gZNV6ZDRp4sSNNhp5uDrv8Yz6batk823ij,2026-02-18T09:33:45.947Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
4kJ5P5JuG5caFMPdRCgsBEe4uqWEzPPoTjepUGMrmRWwqNRghvtwFvUomshpbiTgS8FWFCk9Pcbn48uLaXmnnryT,8d9FNC7AgKLTCPKNd3MMkLLXZYLmiYFYR3vfXMBNJVNx,2026-02-18T09:33:47.078Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2EBGT4FjTzVnwWJxRjSN5VwWgKmA7AmJJHMfCUJcPsCf9WbYr7DcqTGMYHtUScpLS2r4jZGMrp5jkVYiAQim5DPP,EkeyuVghbRfGWPyEtm3vnjKZPbUXXrPqxdar8fsEMuXd,2026-02-18T09:33:46.255Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
485XLHBrusxbpyKz2HYqt7N9Y7A6MZD5Qgh1rRT2fHvGw4gs59D8fNVn1CEcNNYaP5AdwkVntnLWNSzzEjT76MSX,C68a6RCGLiPskbPYtAcsCjhG8tfTWYcoB4JjCrXFdqyo,2026-02-18T09:33:50.556Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
3AcqvCV8d9qymEjxU7rBdQCereTXjy6geZZ6Msr38doqXHh8GGNGmwUXpgsPUhhT96SX2hS4TwHjeQVKLKwEPwZn,9ZPsRWGkukYeWg2Z7eZ8NaTBZ1DSuBUVzLcGQWZgE4Y4,2026-02-18T09:33:53.280Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
32SWvrRLgHKurDALDvUfwjS9RKYdkRT11anRG2Pt2DvxQyG3fJ8DbfAkRiJs4Pi2ZsDoZkAe8zoTHH2yzWGbZZFS,HA9oNhHddEoPFSAEEYtGYZoXDkjky53TQ72jtpAnu81i,2026-02-18T09:34:01.388Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2a4pP3mLbCKRvjphq8BWXoUcP4AVVjokyZnXoeLZq4KkX9KU2bF9v4qekgLceQhE16j6w4LbTwMQLyngozdhKFTT,CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,2026-02-18T09:34:05.574Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2g5GeQ4hnSsVFdzUUh4aaEyrpQJ6qaKD71VNA5iQeQYvtH2qhsXLEdqMgzoFpwZLbigsVpeyTHeKojtkuKFPNdY5,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:34:07.396Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
4BFh6TuXWN5FM6DUXp9Vwo5X6T7ZAkQkQ9qRvu7SxkMDXpzteg44FyvdDBtgZ4jByhWJyNaMyvkyRiSPoWwLudxj,CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,2026-02-18T09:34:08.626Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
5r3U2AMZ1VmFYng4FmeXuNWLNJBrzRzakkXufA59kwGHFC6RPt51tNsJYrSAeHJ5A4KoNccgBPVG7GvKWw5FRm4C,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:34:11.422Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
5QEKw2sVNtKpW77VNXNBbaNwNioJGoxCxjTgkGs6KaF8oeJcxg8wSc7wGjUVGiWq1eGErhgBn9vYx3VYTH9EEvfd,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:34:12.491Z,erase,transaction_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
5ZYc14sGjoriN62tTYcM9jcGrooBJMrWYnMWpCU7jugBTkHi28FWEPJNoXSF6pYgfh1HfASFwBUPDvu6WxfETKak,ForQYxfhLMv3ieCWQYxMWwACZZTp16rBUe3r8cwRLnB5,2026-02-18T09:34:11.062Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
RbgGw63MP3Y789xuxgnfhxH3Xbb73pe1VrW4YJBZuqmXuLcGVkwdM6dt4yvSN6wk5CkpH35cK14SaArwVMvnh3U,76iXe9yKFDjGv3HicUVVy8AYxHLC71L1wYa12zaZzHHp,2026-02-18T09:34:18.064Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
KY7eNMtTDLT5Rk1tDq3C6PNGknNue87yNit6264XP2ERj5T7ZcvLrUXiie8CKTeCy7wndZYbWPzMMo6th2CbMEe,9ZPsRWGkukYeWg2Z7eZ8NaTBZ1DSuBUVzLcGQWZgE4Y4,2026-02-18T09:34:16.007Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
4Gq1YdFHUSj3eruXjZTfYKp97eZ3itajVzHz5bwWL8qPgQWWYLE7iK1w4oBZtT11jAaPeGUQHPF2gRpTHKhzq3Po,CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,2026-02-18T09:34:19.142Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
4Je5mxSvm1xiKfXKj96VQphd8BwPWiVsSap87Pa8ypEzUPukghjecAt4bcNFtbVpSZzQXzygopBLGxz4Dg4aUiFm,sdPGX5Zgb2a8o67aHSAezHmcTHe8HRs8HotyHvzhEhT,2026-02-18T09:34:24.963Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
7Q46ksEQwqQwupqFVU9247ZkkF5UhTNSGMR5XejZferdK7RTjJY9ZhnUa5LBMotWDSRDCz1fVVkQC5RVbHsw7AR,76iXe9yKFDjGv3HicUVVy8AYxHLC71L1wYa12zaZzHHp,2026-02-18T09:34:24.968Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
pae6eEAUg9zHsyB82v3K1YEKqWdD147XYrvBMofYHwRjPbbxbtp6w37yCKFBzPe7sGS3XtUyVLWYU3jXXHGiVFK,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:34:23.763Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
H4otYfukXkNTSgKgWkQjVpJrVCrhgFMGsVY3mY5QTLUR41CBv31MLnDC8oqEGzpBSmkwYftWsTpRmdVMsoDmh3P,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:34:26.656Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2a5grKJUk5J7n2GB3Wa2yQ2uXQrVDjRDDXtTrZwqRv4VnaBgAtRdZkVNTKZGkEz4zbCQ3MQBxnwMRsm6kncWW11Q,CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,2026-02-18T09:34:27.802Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
255Fz7vQ7RjTwTRbh8RLoi77UF6qqXMpsVH1Gw3aoJDQhVzEUjVNt1JouQrj6jBeH1YGPtXvRBqwGE3v1xLKkPx8,76iXe9yKFDjGv3HicUVVy8AYxHLC71L1wYa12zaZzHHp,2026-02-18T09:34:27.456Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
3p9Hk745Lgv1fC31nfZgSLRhs4UqRTyzcJbJBigd6hwUEcMJpubZwSngbWn7eUBwfYooyFxWEjeEdUrEXg2ST2XT,76iXe9yKFDjGv3HicUVVy8AYxHLC71L1wYa12zaZzHHp,2026-02-18T09:34:32.249Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
5CsincCnuEdPTKLqaAWGYshBryT4P7ranYkSDNJgDrrv7rbYT13tTFjSQPDhBAAfuSZnuWm3hT7sJNFxnkQBqsrc,CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,2026-02-18T09:34:33.450Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
3bvJ7eHax8ha96JeC3QvmpEpCsUHcuhTdkFURiuyvk2XcCV9953D1mfwME6RU7aMDsysouS6Pyg5VJEeUjFR5pGg,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:34:36.435Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2EXZsLoSYdo1TS9GpZG64wTPvQaBLNR7MsTCqAu97nRnRJVpqZsUbZ4hU28qjPbTnXZWefFU2tk2CNLjG6okEe87,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:34:38.457Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
QqNDGLzNjoJ3iyiME1wQBaa8x8BT6HEScCDp7KT16cieUzrzuYfUFdB9uDeVX3W2JPj66nHUUwMwKdEoNfuZLEn,7MTfzDmxVjz2uZtBbehU1ZK6BCJenGq6qEQkaY15vEvG,2026-02-18T09:34:40.763Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
jeEtZKR5kHrY9L6zuTJLroR5FcXTg6uDcGQPqdaGKZzF89MvrDUADVV7GrZBXvS8Hk74aV3Y8PecFCTVG88nKyr,76iXe9yKFDjGv3HicUVVy8AYxHLC71L1wYa12zaZzHHp,2026-02-18T09:34:42.185Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
4tRS4qyUGC1SyWQ4HVUPbpYLsW81FTiMMtwxHULToNxCvqnYUZL6Azp6C7yuoXj31baEV4ukqjXSmKukfCRT2YU7,CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,2026-02-18T09:34:45.136Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
ScLnXiTMoT5QSfqDAw9Le3bLpKsJTPsSGEM8Z2gS4r1xEm18y9eJhiroKWqYwyHuZMgkFUsytCywvS3rEgeYyDc,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:34:49.989Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
4STx93s7xGhJ5mwtoQ8DTSpTPdd4YjeN8gcrE3ChsCLAMsY8S2Wnhvi1GRLNTdzS8QeJfZ6N4QVTTca8vA6c3TP7,CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,2026-02-18T09:34:51.162Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2i6dnQL6QD54akxHkfcbS75Cs2c8GUZY1UKBhfrHfU9V61GGeuP1td58vhZ3629tN9M5He2GgXNuSTqnzbKCFYaM,CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,2026-02-18T09:34:53.526Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2KcPnQaTZYkGc3UpstpKWvpmNTvjWkjFEu5GY6qae7YEv8uw4N7SAakJUbPB7AGZjzWq9q8dqzhnUDZaWQRfq2tx,8VknbL73acufE8wBre249QZ2vPZwnxc5ae8Q2dnzHvKr,2026-02-18T09:34:54.019Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
5Qo2Ay7rghxuzcqJsYu1HPsk349C4BthquZyuqj2mBtCkme3hoetJobFnswyupJMxbeqsasdxDkS7DyHWaUZkYUo,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:34:54.008Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
dxRJZ3LQUfuaaXSVaer2LCFfmkUmPJCMkop9XChvAo1aLrp5XX264KoY27Fn4qezQ7RronrSnSkE8VEEYj3AcYF,76iXe9yKFDjGv3HicUVVy8AYxHLC71L1wYa12zaZzHHp,2026-02-18T09:34:56.736Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
3iwXy9jt5bQn2RQJD7EDcqLfmtabuvA8x5UyA6C6xM8M3uTBhSf5gePfh3c33vdLGZt1ZzKcttqaFbCoBiZ6WFTM,2rW9zy5et62LjyaosNoDpe4y3MhRsGPJrpjSUM9KUSPe,2026-02-18T09:35:00.044Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
34eYJf3iusKViWmUjScyfeJkGGhZFrr9DY3r1ARb2TDz9Y7w7R4QH7WQgeas4wqTDS7uj1rsz3qL18vsDBRA5vNi,9E4fv9BsJ2BwkNBXDeUgpJYtrYPheMQWYFcxGYxDFshX,2026-02-18T09:35:08.442Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
5BnXgVdf3tmAELtZ2wH4RUZD8HzxzTwv27Wd9W5HVjF5swJCToqfQPyAsdYDVt5ngk5APJ7ub1q6qyisQWXrTTDB,HYWo71Wk9PNDe5sBaRKazPnVyGnQDiwgXCFKvgAQ1ENp,2026-02-18T09:35:08.894Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
5Hj8tfT54sbAWE8MGcGfgVpHbAf7TdcYx1syViLh1oJjh8JskB49foMLHMUrQcPJNk3ARTQ5PwR69huuWiVSdeQj,sdPGX5Zgb2a8o67aHSAezHmcTHe8HRs8HotyHvzhEhT,2026-02-18T09:35:15.550Z,erase,transaction_failed,n/a,erase,invalid_asset_count,n/a,both_missed,none
